timestamp,temperature_actual
2014-12-06 06:30:00,59.0
2014-12-06 06:45:00,60.0
2014-12-06 07:00:00,62.666666666666664
2014-12-06 07:15:00,64.66666666666667
2014-12-06 07:30:00,66.0
2014-12-06 07:45:00,64.33333333333333
2014-12-06 08:00:00,63.0
2014-12-06 08:15:00,62.0
2014-12-06 08:30:00,63.042233333333336
2014-12-06 08:45:00,64.0
2014-12-06 09:00:00,61.666666666666664
2014-12-06 09:15:00,60.333333333333336
2014-12-06 09:30:00,59.666666666666664
2014-12-06 09:45:00,59.0
2014-12-06 10:00:00,59.0
2014-12-06 10:15:00,60.09043333333333
2014-12-06 10:30:00,61.0
2014-12-06 10:45:00,61.0
2014-12-06 11:00:00,61.0
2014-12-06 11:15:00,60.0
2014-12-06 11:30:00,61.0
2014-12-06 11:45:00,64.81236666666666
2014-12-06 12:00:00,67.0
2014-12-06 12:15:00,68.85026666666666
2014-12-06 12:30:00,67.66666666666667
2014-12-06 12:45:00,67.0
2014-12-06 13:00:00,64.70293333333333
2014-12-06 13:15:00,67.33333333333333
2014-12-06 13:30:00,68.66666666666667
2014-12-06 13:45:00,69.66666666666667
2014-12-06 14:00:00,68.66666666666667
2014-12-06 14:15:00,67.0
2014-12-06 14:30:00,65.0
2014-12-06 14:45:00,63.333333333333336
2014-12-06 15:00:00,62.0
2014-12-06 15:15:00,64.18626666666667
2014-12-06 15:30:00,65.30793333333334
2014-12-06 15:45:00,62.666666666666664
2014-12-06 16:00:00,62.723166666666664
2014-12-06 16:15:00,62.0
2014-12-06 16:30:00,64.018
2014-12-06 16:45:00,64.66666666666667
2014-12-06 17:00:00,63.666666666666664
2014-12-06 17:15:00,62.0
2014-12-06 17:30:00,62.666666666666664
2014-12-06 17:45:00,64.0
2014-12-06 18:00:00,65.0
2014-12-06 18:15:00,65.0
2014-12-06 18:30:00,66.0
2014-12-06 18:45:00,66.33333333333333
2014-12-06 19:00:00,67.0
2014-12-06 19:15:00,67.66666666666667
2014-12-06 19:30:00,68.0
2014-12-06 19:45:00,68.0
2014-12-06 20:00:00,66.66666666666667
2014-12-06 20:15:00,65.66666666666667
2014-12-06 20:30:00,64.0
2014-12-06 20:45:00,62.666666666666664
2014-12-06 21:00:00,62.0
2014-12-06 21:15:00,62.333333333333336
2014-12-06 21:30:00,63.666666666666664
2014-12-06 21:45:00,66.0
2014-12-06 22:00:00,67.33333333333333
2014-12-06 22:15:00,68.33333333333333
2014-12-06 22:30:00,69.0
2014-12-06 22:45:00,68.66666666666667
2014-12-06 23:00:00,67.0
2014-12-06 23:15:00,67.0
2014-12-06 23:30:00,67.0
2014-12-06 23:45:00,67.0
2014-12-07 00:00:00,68.66666666666667
2014-12-07 00:15:00,69.0
2014-12-07 00:30:00,68.66666666666667
2014-12-07 00:45:00,68.0
2014-12-07 01:00:00,67.33333333333333
2014-12-07 01:15:00,67.0
2014-12-07 01:30:00,68.0
2014-12-07 01:45:00,68.66666666666667
2014-12-07 02:00:00,69.0
2014-12-07 02:15:00,69.66666666666667
2014-12-07 02:30:00,69.33333333333333
2014-12-07 02:45:00,69.0
2014-12-07 03:00:00,69.0
2014-12-07 03:15:00,67.33333333333333
2014-12-07 03:30:00,66.66666666666667
2014-12-07 03:45:00,66.66666666666667
2014-12-07 04:00:00,68.66666666666667
2014-12-07 04:15:00,70.0
2014-12-07 04:30:00,70.0
2014-12-07 04:45:00,71.0
2014-12-07 05:00:00,71.0
2014-12-07 05:15:00,71.33333333333333
2014-12-07 05:30:00,72.0
2014-12-07 05:45:00,72.0
2014-12-07 06:00:00,72.0
2014-12-07 06:15:00,72.0
2014-12-07 06:30:00,72.0
2014-12-07 06:45:00,72.0
2014-12-07 07:00:00,72.0
