timestamp,temperature_actual
2014-12-07 07:15:00,71.0
2014-12-07 07:30:00,70.33333333333333
2014-12-07 07:45:00,70.0
2014-12-07 08:00:00,70.66666666666667
2014-12-07 08:15:00,71.0
2014-12-07 08:30:00,71.0
2014-12-07 08:45:00,71.0
2014-12-07 09:00:00,71.0
2014-12-07 09:15:00,71.0
2014-12-07 09:30:00,71.0
2014-12-07 09:45:00,71.0
2014-12-07 10:00:00,71.0
2014-12-07 10:15:00,71.0
2014-12-07 10:30:00,70.0
2014-12-07 10:45:00,69.66666666666667
2014-12-07 11:00:00,69.0
2014-12-07 11:15:00,68.0
2014-12-07 11:30:00,69.0
2014-12-07 11:45:00,69.0
2014-12-07 12:00:00,69.66666666666667
2014-12-07 12:15:00,69.66666666666667
2014-12-07 12:30:00,68.0
2014-12-07 12:45:00,64.2219
2014-12-07 13:00:00,63.333333333333336
2014-12-07 13:15:00,65.66666666666667
2014-12-07 13:30:00,66.0
2014-12-07 13:45:00,65.66666666666667
2014-12-07 14:00:00,66.0
2014-12-07 14:15:00,68.33333333333333
2014-12-07 14:30:00,69.0
2014-12-07 14:45:00,69.0
2014-12-07 15:00:00,69.0
2014-12-07 15:15:00,68.0
2014-12-07 15:30:00,67.33333333333333
2014-12-07 15:45:00,66.0
2014-12-07 16:00:00,64.0
2014-12-07 16:15:00,61.666666666666664
2014-12-07 16:30:00,62.198800000000006
2014-12-07 16:45:00,62.0
2014-12-07 17:00:00,62.333333333333336
2014-12-07 17:15:00,63.0
2014-12-07 17:30:00,63.0
2014-12-07 17:45:00,63.666666666666664
2014-12-07 18:00:00,65.01153333333333
2014-12-07 18:15:00,68.0
2014-12-07 18:30:00,68.0
2014-12-07 18:45:00,66.66666666666667
2014-12-07 19:00:00,67.0
2014-12-07 19:15:00,68.0
2014-12-07 19:30:00,68.0
2014-12-07 19:45:00,68.0
2014-12-07 20:00:00,68.0
2014-12-07 20:15:00,67.66666666666667
2014-12-07 20:30:00,66.0
2014-12-07 20:45:00,65.0
2014-12-07 21:00:00,66.0
2014-12-07 21:15:00,67.0
2014-12-07 21:30:00,66.66666666666667
2014-12-07 21:45:00,64.66666666666667
2014-12-07 22:00:00,62.666666666666664
2014-12-07 22:15:00,62.0
2014-12-07 22:30:00,64.71266666666666
2014-12-07 22:45:00,68.0
2014-12-07 23:00:00,70.33333333333333
2014-12-07 23:15:00,71.33333333333333
2014-12-07 23:30:00,72.0
2014-12-07 23:45:00,72.0
2014-12-08 00:00:00,71.33333333333333
2014-12-08 00:15:00,71.0
2014-12-08 00:30:00,71.0
2014-12-08 00:45:00,71.0
2014-12-08 01:00:00,71.0
2014-12-08 01:15:00,71.0
2014-12-08 01:30:00,72.0
2014-12-08 01:45:00,71.33333333333333
2014-12-08 02:00:00,70.66666666666667
2014-12-08 02:15:00,69.33333333333333
2014-12-08 02:30:00,69.0
2014-12-08 02:45:00,69.66666666666667
2014-12-08 03:00:00,70.0
2014-12-08 03:15:00,71.0
2014-12-08 03:30:00,71.0
2014-12-08 03:45:00,68.58573333333334
2014-12-08 04:00:00,67.0
2014-12-08 04:15:00,66.0
2014-12-08 04:30:00,66.66666666666667
2014-12-08 04:45:00,66.66666666666667
2014-12-08 05:00:00,64.66666666666667
2014-12-08 05:15:00,63.0
2014-12-08 05:30:00,60.31896666666666
2014-12-08 05:45:00,60.0
2014-12-08 06:00:00,60.333333333333336
2014-12-08 06:15:00,62.0
